index,plate,state,license_type,tow_eligible_date,total_fines,amount_paid,amount_due,violations,fines_in_judgement,total_fines_post_tow_eligible,amount_paid_post_tow_eligible,amount_due_post_tow_eligible,violations_post_tow_eligible,plate_id,license_plate_issuing_state,license_plate_type,first_action_date,last_action_date
204030,5169228,NH,PAS,2024-06-12,2987.49,250.0,2737.49,38,2737.49,163.20999999999998,0.0,163.20999999999998,2.0,,,,,
204223,51758NC,NY,COM,2024-03-27,827.04,232.08,594.96,10,594.96,0.0,0.0,0.0,0.0,51758NC,NY,COM,2024-02-16,2024-02-16
204297,517BL8,NY,MOT,2024-05-22,3029.98,0.0,3029.98,37,3029.98,1532.49,0.0,1532.49,19.0,,,,,
204302,517BN2,NY,MOT,2024-11-11,410.17,0.0,410.17,5,410.17,0.0,0.0,0.0,0.0,,,,,
204307,517BN9,NY,MOT,2024-07-19,809.68,0.0,809.68,10,809.68,310.17,0.0,310.17,4.0,,,,,
204471,5189YN,ME,PAS,2024-01-19,595.35,75.56,519.79,7,519.79,0.0,0.0,0.0,0.0,,,,,
204508,518BT0,NY,MOT,2024-09-09,731.26,0.0,731.26,9,731.26,80.11,0.0,80.11,1.0,,,,,
204513,518BT9,NY,MOT,2024-10-11,798.55,0.0,798.55,10,723.55,150.0,0.0,150.0,2.0,,,,,
204590,5192129,NH,PAS,2024-11-01,490.15,0.0,490.15,6,490.15,0.0,0.0,0.0,0.0,,,,,
204829,51A14XR,AL,PAS,2024-02-27,1489.39,0.0,1489.39,18,1414.39,633.6899999999999,0.0,633.6899999999999,8.0,,,,,
204832,51ABFX,FL,PAS,2024-05-31,427.72,0.0,427.72,5,427.72,0.0,0.0,0.0,0.0,,,,,
204839,51AEHZ,FL,PAS,2024-11-02,642.96,0.0,642.96,8,642.96,236.69,0.0,236.69,3.0,,,,,
205162,51DTGM,FL,PAS,2024-01-02,2462.35,260.68,2201.67,30,2126.67,1189.48,30.07,1159.41,15.0,51DTGM,FL,PAS,2024-04-23,2024-04-23
205188,51EBIS,FL,PAS,2024-09-24,488.33,0.0,488.33,6,488.33,0.0,0.0,0.0,0.0,,,,,
205221,51EMDX,FL,PAS,2024-05-17,754.79,0.0,754.79,9,754.79,0.0,0.0,0.0,0.0,,,,,
205422,520452,DE,PAS,2024-06-06,758.82,0.0,758.82,9,758.82,161.26,0.0,161.26,2.0,,,,,
205444,5205569,NH,PAS,2024-12-19,1101.28,90.99,1010.29,14,1010.29,309.13,0.0,309.13,4.0,5205569,NH,PAS,2025-01-09,2025-01-09
205477,5207401,NH,PAS,2024-06-20,2130.05,0.0,2130.05,26,2130.05,1298.79,0.0,1298.79,16.0,,,,,
205570,520BT4,NY,MOT,2024-08-09,1140.45,343.02,797.43,14,797.43,0.0,0.0,0.0,0.0,,,,,
205571,520BT8,NY,MOT,2024-10-14,487.29,0.0,487.29,6,487.29,0.0,0.0,0.0,0.0,,,,,
205592,520H114,TN,PAS,2024-10-13,491.71,0.0,491.71,6,491.71,0.0,0.0,0.0,0.0,,,,,
205645,52114MG,NY,COM,2024-11-02,422.65,0.0,422.65,5,422.65,0.0,0.0,0.0,0.0,,,,,
206501,523AK7,NY,MOT,2024-11-27,899.37,100.0,799.37,12,724.37,150.04000000000002,0.0,150.04000000000002,2.0,,,,,
206543,523BT0,NY,MOT,2024-11-17,792.0,0.0,792.0,10,792.0,386.64,0.0,386.64,5.0,,,,,
206905,524AF3,NY,MOT,2024-08-26,1042.02,252.91000000000005,789.11,13,789.11,155.28,0.0,155.28,2.0,,,,,
207047,525423,DE,PAS,2024-03-12,1433.5,0.0,1433.5,17,1433.5,332.78999999999996,0.0,332.78999999999996,4.0,,,,,
207657,527513,DE,PAS,2024-02-26,518.36,0.0,518.36,7,518.36,0.0,0.0,0.0,0.0,,,,,
207703,527774C,MT,PAS,2024-12-20,400.16,0.0,400.16,5,400.16,0.0,0.0,0.0,0.0,,,,,
207769,527BN2,NY,MOT,2024-12-19,487.5499999999999,0.0,487.5499999999999,6,487.5499999999999,77.12,0.0,77.12,1.0,,,,,
207770,527BN3,NY,MOT,2024-08-30,1047.02,0.0,1047.02,13,1047.02,0.0,0.0,0.0,0.0,,,,,
208028,5288851,NH,PAS,2024-09-11,824.51,455.63,368.88,10,368.88,0.0,0.0,0.0,0.0,5288851,NH,PAS,2024-08-29,2025-03-31
208229,5296110,NH,PAS,2024-04-12,506.58,76.18,430.4,6,430.4,0.0,0.0,0.0,0.0,5296110,NH,PAS,2024-03-18,2024-03-18
208232,5296236,NH,PAS,2024-10-13,487.55,77.12,410.43,6,410.43,0.0,0.0,0.0,0.0,,,,,
208265,52984NE,NY,COM,2024-07-29,813.3199999999999,0.0,813.3199999999999,10,813.3199999999999,317.45,0.0,317.45,4.0,,,,,
208271,52988NE,NY,COM,2024-09-04,2326.05,0.0,2326.05,29,2326.05,1189.95,0.0,1189.95,15.0,,,,,
208333,529BT0,NY,MOT,2024-12-14,610.38,50.0,560.38,8,560.38,0.0,0.0,0.0,0.0,,,,,
208401,52ADXM,FL,PAS,2024-01-09,835.1400000000001,163.12,672.02,10,672.02,387.39,79.56,307.83,5.0,52ADXM,FL,PAS,2024-09-18,2024-09-18
208497,52AZZD,FL,PAS,2024-11-13,731.7,0.0,731.7,9,731.7,78.83,0.0,78.83,1.0,52AZZD,FL,PAS,2025-09-09,2025-09-09
208506,52BECE,FL,PAS,2024-09-26,717.71,300.0,417.71,10,417.71,0.0,0.0,0.0,0.0,,,,,
208646,52BWZK,FL,PAS,2024-05-24,429.55,15.1,414.4500000000001,6,414.4500000000001,0.0,0.0,0.0,0.0,52BWZK,FL,PAS,2023-06-06,2023-09-12
208717,52DLJI,FL,PAS,2024-02-08,672.21,0.0,672.21,8,672.21,158.27,0.0,158.27,2.0,,,,,
208735,52DQGT,FL,PAS,2024-09-14,1180.07,604.35,575.72,15,575.72,0.0,0.0,0.0,0.0,,,,,
208741,52DRVC,FL,PAS,2024-06-11,736.24,121.01,615.23,9,615.23,81.02,0.0,81.02,1.0,,,,,
208746,52DUGT,FL,PAS,2024-09-17,499.25,0.0,499.25,6,499.25,0.0,0.0,0.0,0.0,,,,,
208760,52DZMF,FL,PAS,2024-03-04,1271.79,0.0,1271.79,15,1271.79,83.1,0.0,83.1,1.0,52DZMF,FL,PAS,2024-05-21,2024-08-01
208765,52ECRE,FL,PAS,2024-10-09,565.32,0.0,565.32,7,565.32,0.0,0.0,0.0,0.0,,,,,
208767,52EDXB,FL,PAS,2024-06-11,1678.93,0.0,1678.93,21,1678.93,1177.86,0.0,1177.86,15.0,52EDXB,FL,PAS,2024-09-03,2024-09-03
208836,52GWP,FL,PAS,2024-12-28,860.03,380.15,479.88,11,479.88,0.0,0.0,0.0,0.0,,,,,
208935,5300823,NH,PAS,2024-05-11,1396.8,161.13,1235.67,17,1235.67,406.14,0.0,406.14,5.0,5300823,NH,PAS,2024-03-21,2024-07-01
208954,530154,DE,PAS,2024-01-20,519.27,0.0,519.27,6,519.27,0.0,0.0,0.0,0.0,,,,,
209001,530490,NY,PAS,2024-09-30,1479.81,275.3,1204.51,19,1204.51,614.02,150.0,464.02,8.0,,,,,
209083,5309718,NH,PAS,2024-08-14,495.74,0.0,495.74,6,495.74,0.0,0.0,0.0,0.0,,,,,
209369,531BT2,NY,MOT,2024-10-25,486.9,0.0,486.9,6,486.9,0.0,0.0,0.0,0.0,,,,,
209408,5320193,NH,PAS,2024-06-28,583.78,0.0,583.78,7,583.78,0.0,0.0,0.0,0.0,,,,,
209648,532BT9,NY,MOT,2024-09-03,930.82,358.34999999999997,572.47,12,572.47,0.0,0.0,0.0,0.0,,,,,
209805,5337135,NH,PAS,2024-07-25,586.38,0.0,586.38,7,586.38,0.0,0.0,0.0,0.0,,,,,
209891,533BT7,NY,MOT,2024-08-17,575.0699999999999,0.0,575.0699999999999,7,575.0699999999999,0.0,0.0,0.0,0.0,,,,,
210036,5347079,NH,PAS,2024-06-07,668.8299999999999,0.0,668.83,8,668.83,0.0,0.0,0.0,0.0,,,,,
210161,5350752,NH,PAS,2024-06-19,1233.5,0.0,1233.5,15,1233.5,566.88,0.0,566.88,7.0,5350752,NH,PAS,2024-11-21,2024-11-21
210373,535BT5,NY,MOT,2024-08-29,410.17,0.0,410.17,5,410.17,0.0,0.0,0.0,0.0,,,,,
210411,5361100,NH,PAS,2024-09-25,487.17,61.16,426.01,6,426.01,0.0,0.0,0.0,0.0,5361100,NH,PAS,2024-08-06,2024-08-06
210508,53662NC,NY,COM,2024-11-02,583.13,0.0,583.13,7,583.13,77.12,0.0,77.12,1.0,,,,,
210609,536DV51,TX,PAS,2024-10-13,486.64,0.0,486.64,6,486.64,0.0,0.0,0.0,0.0,,,,,
210699,5373AT,FL,PAS,2024-05-22,427.25,0.0,427.25,5,427.25,0.0,0.0,0.0,0.0,5373AT,FL,PAS,2023-01-17,2025-02-19
210964,5384025,NH,PAS,2024-06-05,1471.04,90.67,1380.37,18,1380.37,650.89,0.0,650.89,8.0,5384025,NH,PAS,2024-06-25,2024-06-25
211307,5398YB,ME,PAS,2024-05-05,1101.83,660.27,441.56,16,441.56,0.0,0.0,0.0,0.0,,,,,
211332,539AK5,NY,MOT,2024-01-04,432.01,0.0,432.01,5,432.01,0.0,0.0,0.0,0.0,,,,,
211401,53AFIL,FL,PAS,2024-04-16,671.78,0.0,671.78,8,596.78,239.25,0.0,239.25,3.0,,,,,
211406,53AG19,NY,LMA,2024-02-12,429.02,0.0,429.02,5,429.02,0.0,0.0,0.0,0.0,,,,,
211427,53AHMJ,FL,PAS,2024-12-14,564.41,0.0,564.41,7,564.41,0.0,0.0,0.0,0.0,,,,,
211477,53AWMW,FL,PAS,2024-03-21,672.36,181.88,490.48,8,490.48,82.97,0.0,82.97,1.0,53AWMW,FL,PAS,2024-01-08,2025-05-13
211727,53DNHX,FL,PAS,2024-12-17,488.63,0.0,488.63,6,488.63,0.0,0.0,0.0,0.0,53DNHX,FL,PAS,2024-12-19,2024-12-19
211994,54070NB,NY,COM,2024-09-05,1417.11,0.0,1417.11,18,1417.11,921.24,0.0,921.24,12.0,,,,,
212111,540BR9,NY,MOT,2024-08-17,1380.94,0.0,1380.94,17,1380.94,0.0,0.0,0.0,0.0,,,,,
212245,54148ND,NY,COM,2024-02-26,601.85,0.0,601.85,7,601.85,82.97,0.0,82.97,1.0,,,,,
212401,54197NB,NY,COM,2024-01-11,1103.05,0.0,1103.05,13,1103.05,579.88,0.0,579.88,7.0,54197NB,NY,COM,2022-12-12,2022-12-12
212431,541BLTD,TN,PAS,2024-02-23,1357.68,0.0,1357.68,16,1357.68,415.11,0.0,415.11,5.0,541BLTD,TN,PAS,2024-08-22,2024-08-22
212460,541GPP,LA,PAS,2024-10-08,1188.78,0.0,1188.78,15,1188.78,617.22,0.0,617.22,8.0,,,,,
212537,5423554,NH,PAS,2024-12-21,717.22,0.0,717.22,9,717.22,0.0,0.0,0.0,0.0,,,,,
212542,5423729,NH,PAS,2024-09-23,2560.84,456.28,2104.56,32,2104.56,471.25,45.34,425.91,6.0,5423729,NH,PAS,2025-02-05,2025-02-05
212551,5423931,NH,PAS,2024-11-26,1338.73,0.0,1338.73,17,1338.73,776.79,0.0,776.79,10.0,,,,,
212722,542BT7,NY,MOT,2024-08-25,1227.78,0.0,1227.78,15,1227.78,0.0,0.0,0.0,0.0,,,,,
212723,542BT8,NY,MOT,2024-08-29,409.65,0.0,409.65,5,409.65,0.0,0.0,0.0,0.0,,,,,
213195,544AJD,SC,PAS,2024-10-27,884.65,0.0,884.65,11,884.65,237.33999999999995,0.0,237.33999999999995,3.0,544AJD,SC,PAS,2024-11-26,2024-11-29
213343,54558ML,NY,COM,2024-01-17,1491.46,150.4,1341.06,18,1341.06,1056.18,150.4,905.78,13.0,54558ML,NY,COM,2023-11-14,2023-11-15
213362,5457456,NH,PAS,2024-12-28,4678.36,2068.27,2610.09,60,2610.09,205.06,126.9,78.16,3.0,5457456,NH,PAS,2025-01-21,2025-01-21
213397,545AAE,SC,PAS,2024-03-27,511.47,0.0,511.47,6,511.47,0.0,0.0,0.0,0.0,,,,,
213451,545JYB,ME,PAS,2024-12-11,712.96,148.15,564.81,9,564.81,0.0,0.0,0.0,0.0,545JYB,ME,PAS,2024-10-23,2025-03-05
213622,546BL1,NY,MOT,2024-03-23,951.91,357.34000000000003,594.57,12,594.57,50.0,50.0,0.0,1.0,,,,,
213629,546BR0,NY,MOT,2024-10-10,408.74,0.0,408.74,5,408.74,0.0,0.0,0.0,0.0,,,,,
213635,546BT3,NY,MOT,2024-12-06,943.09,0.0,943.09,13,643.09,300.0,0.0,300.0,5.0,,,,,
213725,54734S3,CA,PAS,2024-01-21,2107.4,0.0,2107.4,25,2107.4,990.83,0.0,990.83,12.0,,,,,
213782,547725,DE,PAS,2024-06-18,585.9,62.05,523.85,7,523.85,80.89,0.0,80.89,1.0,547725,DE,PAS,2024-06-20,2024-06-20
213828,547AMT,NY,ORG,2024-07-10,669.35,0.0,669.35,8,669.35,157.23,0.0,157.23,2.0,,,,,
213857,547BT8,NY,MOT,2024-11-20,482.35,0.0,482.35,6,482.35,77.64,0.0,77.64,1.0,,,,,
214049,548912,DE,PAS,2024-12-27,885.0,126.7,758.3,12,558.3,275.17,0.0,275.17,4.0,548912,DE,PAS,2024-05-02,2024-05-02
214084,548BL4,NY,MOT,2024-09-17,569.48,0.0,569.48,7,569.48,0.0,0.0,0.0,0.0,,,,,
214094,548BR6,NY,MOT,2024-11-08,887.45,0.0,887.45,11,887.45,158.14,0.0,158.14,2.0,,,,,
214333,549BT6,NY,MOT,2024-12-19,481.57,77.9,403.67,6,403.67,0.0,0.0,0.0,0.0,,,,,
214346,549DDE,NY,SPO,2024-05-10,513.03,0.0,513.03,6,513.03,81.54,0.0,81.54,1.0,,,,,
214655,54DBZK,FL,PAS,2024-02-08,695.87,0.0,695.87,8,695.87,0.0,0.0,0.0,0.0,,,,,
214688,54DJHP,FL,PAS,2024-03-13,2596.84,696.58,1900.26,32,1900.26,1606.76,252.23,1354.53,20.0,54DJHP,FL,PAS,2024-03-18,2025-04-02
214841,54M25,NH,PAS,2024-08-20,1615.96,0.0,1615.96,20,1615.96,554.01,0.0,554.01,7.0,54M25,NH,PAS,2024-10-30,2024-10-30
215107,550BP2,NY,MOT,2024-11-13,780.95,377.15,403.8,10,403.8,0.0,0.0,0.0,0.0,,,,,
215182,55114NB,NY,COM,2024-06-03,1834.07,934.69,899.38,23,899.38,0.0,0.0,0.0,0.0,,,,,
215281,55189NB,NY,COM,2024-08-24,561.25,60.69,500.56000000000006,7,425.56000000000006,150.04000000000002,0.0,150.04000000000002,2.0,,,,,
215325,551BP1,NY,MOT,2024-07-30,1155.08,0.0,1155.08,14,1155.08,0.0,0.0,0.0,0.0,,,,,
215546,552BMBB,TN,PAS,2024-02-02,1099.15,0.0,1099.15,13,1099.15,501.04,0.0,501.04,6.0,,,,,
215594,552YNF,CT,PAS,2024-01-21,1199.8,0.0,1199.8,14,1199.8,166.58999999999995,0.0,166.58999999999995,2.0,552YNF,CT,PAS,2024-10-28,2024-10-28
215800,553BT9,NY,MOT,2024-09-29,1054.66,181.52,873.14,13,873.14,79.72,0.0,79.72,1.0,,,,,
215964,554846,DE,PAS,2024-02-05,1010.2,155.15,855.05,12,855.05,501.59,0.0,501.59,6.0,,,,,
215977,554966,DE,PAS,2024-03-12,1842.61,400.66,1441.95,23,1441.95,0.0,0.0,0.0,0.0,554966,DE,PAS,2024-03-12,2024-03-12
216013,554BL2,NY,MOT,2024-10-16,410.17,0.0,410.17,5,410.17,0.0,0.0,0.0,0.0,,,,,
216303,555BV4,NY,MOT,2024-12-19,946.33,0.0,946.33,12,946.33,228.85,0.0,228.85,3.0,,,,,
216486,55667MJ,NY,COM,2024-11-17,1330.43,837.29,493.14,17,493.14,76.47,0.0,76.47,1.0,,,,,
216606,556BF3,NY,MOT,2024-08-16,749.07,0.0,749.07,9,749.07,79.59,0.0,79.59,1.0,,,,,
216721,557306,DE,PAS,2024-04-22,508.09,0.0,508.09,6,508.09,0.0,0.0,0.0,0.0,557306,DE,PAS,2023-11-02,2024-03-21
217046,558967,DE,PAS,2024-08-31,1998.44,712.21,1286.23,29,1286.23,558.89,3.0,555.89,7.0,,,,,
217083,558BR8,NY,MOT,2024-12-06,2357.89,0.0,2357.89,30,2357.89,606.52,0.0,606.52,8.0,,,,,
217084,558BT1,NY,MOT,2024-11-09,405.62,0.0,405.62,5,405.62,0.0,0.0,0.0,0.0,,,,,
217185,559368,DE,PAS,2024-05-28,673.62,126.59,547.03,8,547.03,0.0,0.0,0.0,0.0,559368,DE,PAS,2023-12-07,2024-02-15
217304,5599XJ,VA,PAS,2024-10-12,2782.82,1546.62,1236.2,37,1236.2,538.45,30.49,507.96,7.0,5599XJ,VA,PAS,2024-11-06,2025-04-28
217321,559BL5,NY,MOT,2024-11-04,886.41,0.0,886.41,11,886.41,0.0,0.0,0.0,0.0,,,,,
217420,55ASCN,FL,PAS,2024-07-30,1001.9,583.22,418.68,12,418.68,155.36,90.43,64.93,2.0,55ASCN,FL,PAS,2025-02-10,2025-08-04
217425,55ATJB,FL,PAS,2024-02-06,1215.4,557.24,658.16,15,658.16,0.0,0.0,0.0,0.0,55ATJB,FL,PAS,2022-05-27,2022-10-13
217455,55AXCH,FL,PAS,2024-01-19,1405.22,579.08,826.14,17,826.14,334.74,0.0,334.74,4.0,55AXCH,FL,PAS,2023-10-24,2023-10-25
217478,55BCAX,FL,PAS,2024-10-21,1623.95,983.33,640.62,21,640.62,75.04,0.0,75.04,1.0,,,,,
217480,55BCCR,FL,PAS,2024-02-26,1385.21,343.32,1041.89,18,791.89,553.33,0.0,553.33,8.0,55BCCR,FL,PAS,2023-06-29,2023-09-11
217722,55DPBK,FL,PAS,2024-09-11,2740.25,0.0,2740.25,34,2740.25,1273.7,0.0,1273.7,16.0,,,,,
217731,55DQHE,FL,PAS,2024-01-20,433.31,0.0,433.31,5,433.31,0.0,0.0,0.0,0.0,,,,,
217790,55EIPY,FL,PAS,2024-05-12,3221.83,0.0,3221.83,40,3221.83,2467.34,0.0,2467.34,31.0,,,,,
218114,561223,DE,PAS,2024-04-05,838.46,325.3,513.16,12,513.16,82.84,0.0,82.84,1.0,,,,,
218146,561645,DE,PAS,2024-11-20,765.58,15.29,750.29,10,625.29,351.99,0.0,351.99,5.0,561645,DE,PAS,2024-02-15,2024-02-15
218221,561BN6,NY,MOT,2024-09-08,813.06,0.0,813.06,10,813.06,237.99,0.0,237.99,3.0,,,,,
218312,562292,DE,PAS,2024-11-17,1091.31,450.17,641.14,16,641.14,155.54,0.0,155.54,2.0,,,,,
218435,562BF4,NY,MOT,2024-08-14,575.2,0.0,575.2,7,575.2,0.0,0.0,0.0,0.0,,,,,
218446,562BM0,NY,MOT,2024-08-19,414.2,0.0,414.2,5,414.2,0.0,0.0,0.0,0.0,,,,,
218511,563176,DE,PAS,2024-09-11,1677.22,964.8,712.42,22,612.42,407.28,75.0,332.28,6.0,563176,DE,PAS,2023-08-08,2023-08-08
218700,563BM4,NY,MOT,2024-02-11,514.59,0.0,514.5899999999999,6,514.5899999999999,0.0,0.0,0.0,0.0,,,,,
219039,56553ND,NY,COM,2024-06-28,2461.32,542.71,1918.61,32,1918.61,991.95,150.0,841.95,14.0,,,,,
219378,566TLD,NM,PAS,2024-09-06,504.58,0.0,504.58,6,504.58,0.0,0.0,0.0,0.0,,,,,
219581,567BM4,NY,MOT,2024-03-18,428.11,0.0,428.11,5,428.11,0.0,0.0,0.0,0.0,,,,,
219682,568264,DE,PAS,2024-01-04,663.09,196.67,466.42,8,466.42,0.0,0.0,0.0,0.0,568264,DE,PAS,2024-01-02,2024-01-02
219825,568BM9,NY,MOT,2024-01-22,1232.25,50.0,1182.25,15,1182.25,545.61,50.0,495.61,7.0,,,,,
219941,56956NB,NY,COM,2024-03-07,876.22,255.75,620.47,11,620.47,0.0,0.0,0.0,0.0,56956NB,NY,COM,2023-02-28,2024-02-14
220006,56995NC,NY,COM,2024-06-18,457.79,75.43,382.36,6,382.36,0.0,0.0,0.0,0.0,,,,,
220045,569BL3,NY,MOT,2024-07-13,495.87,0.0,495.87,6,495.87,0.0,0.0,0.0,0.0,,,,,
220239,56BKIQ,FL,PAS,2024-06-10,584.56,0.0,584.56,7,584.56,0.0,0.0,0.0,0.0,,,,,
220423,56DHTN,FL,PAS,2024-12-29,709.8199999999999,0.0,709.8199999999999,9,634.8199999999999,300.3,0.0,300.3,4.0,,,,,
220468,56EEQR,FL,PAS,2024-12-30,1931.66,635.61,1296.05,25,1296.05,530.22,0.0,530.22,7.0,56EEQR,FL,PAS,2025-03-27,2025-03-27
220660,570244,NY,PAS,2024-02-10,435.65,0.0,435.65,5,435.65,0.0,0.0,0.0,0.0,,,,,
220809,570BE5,NY,MOT,2024-09-06,494.96,0.0,494.96,6,494.96,0.0,0.0,0.0,0.0,,,,,
220883,571225,DE,PAS,2024-01-09,521.35,0.0,521.35,6,521.35,0.0,0.0,0.0,0.0,,,,,
221022,571BF9,NY,MOT,2024-08-09,413.29,0.0,413.29,5,413.29,0.0,0.0,0.0,0.0,,,,,
221029,571BN6,NY,MOT,2024-09-06,2303.05,150.0,2153.05,30,2153.05,1014.22,0.0,1014.22,13.0,,,,,
221126,57220NB,NY,COM,2024-11-16,405.1,0.0,405.1,5,405.1,0.0,0.0,0.0,0.0,57220NB,NY,COM,2023-06-05,2024-03-26
221380,573310,NY,PAS,2024-12-11,507.96,100.0,407.96,7,407.96,0.0,0.0,0.0,0.0,,,,,
221488,573969,DE,PAS,2024-02-22,431.62,0.0,431.62,5,431.62,0.0,0.0,0.0,0.0,,,,,
221933,575BF2,NY,MOT,2024-03-04,517.0600000000001,0.0,517.0600000000001,6,517.0600000000001,0.0,0.0,0.0,0.0,,,,,
221992,5761360,CO,PAS,2024-03-18,425.12,0.0,425.12,5,425.12,0.0,0.0,0.0,0.0,,,,,
222080,576AEE,SC,PAS,2024-11-20,1525.74,298.79,1226.95,20,726.95,807.31,0.0,807.31,11.0,576AEE,SC,PAS,2024-09-16,2025-02-24
222083,576AF4,NY,MOT,2024-01-19,350.08000000000004,0.0,350.08,4,350.08,0.0,0.0,0.0,0.0,,,,,
222085,576AF7,NY,MOT,2024-08-26,879.39,230.06,649.3299999999999,11,649.3299999999999,75.3,0.0,75.3,1.0,,,,,
222411,5783BF7,AL,PAS,2024-12-05,418.36,0.0,418.36,5,418.36,0.0,0.0,0.0,0.0,5783BF7,AL,PAS,2023-05-02,2024-08-12
222500,578892,DE,PAS,2024-05-17,672.86,0.0,672.86,8,672.86,0.0,0.0,0.0,0.0,,,,,
222525,5789XG,VA,PAS,2024-09-16,511.86,0.0,511.86,6,511.86,0.0,0.0,0.0,0.0,,,,,
222632,579075,DE,PAS,2024-12-07,1128.33,613.4,514.93,14,514.93,0.0,0.0,0.0,0.0,,,,,
222846,579BGVK,TN,PAS,2024-04-05,434.09,0.0,434.09,5,434.09,81.41,0.0,81.41,1.0,,,,,
222855,579BN5,NY,MOT,2024-08-09,411.08,0.0,411.08,5,411.08,0.0,0.0,0.0,0.0,,,,,
222927,57ACQJ,FL,PAS,2024-05-21,420.31,0.0,420.31,5,420.31,0.0,0.0,0.0,0.0,,,,,
222992,57AYLT,FL,PAS,2024-05-16,679.1,0.0,679.1,8,679.1,161.91,0.0,161.91,2.0,,,,,
223135,57BUWD,FL,PAS,2024-02-12,1609.99,746.98,863.01,20,863.01,454.1,187.94,266.15999999999997,6.0,57BUWD,FL,PAS,2023-04-12,2025-01-28
223270,57DXCR,FL,PAS,2024-11-16,1121.56,551.88,569.6800000000001,15,569.6800000000001,0.0,0.0,0.0,0.0,57DXCR,FL,PAS,2024-12-10,2024-12-10
223286,57ECJA,FL,PAS,2024-11-09,403.93,0.0,403.93,5,403.93,0.0,0.0,0.0,0.0,,,,,
223299,57EHSL,FL,PAS,2024-12-15,796.03,0.0,796.03,10,796.03,78.55,0.0,78.55,1.0,57EHSL,FL,PAS,2024-10-07,2025-07-17
223616,580AF3,NY,MOT,2024-12-06,722.75,0.0,722.75,14,722.75,0.0,0.0,0.0,1.0,,,,,
223628,580BE5,NY,MOT,2024-03-30,425.25,0.0,425.25,5,425.25,0.0,0.0,0.0,0.0,,,,,
223787,581654,DE,PAS,2024-06-02,505.1,0.0,505.1,6,505.1,0.0,0.0,0.0,0.0,,,,,
223795,581737,DE,PAS,2024-05-15,419.53,0.0,419.53,5,419.53,0.0,0.0,0.0,0.0,,,,,
224012,582792,NY,PAS,2024-11-02,727.36,0.0,727.36,9,727.36,153.85,0.0,153.85,2.0,,,,,
224018,582834,NY,PAS,2024-12-31,727.13,227.09,500.04,10,450.04,175.82,50.0,125.82,3.0,,,,,
224061,582BR2,NY,MOT,2024-07-21,1730.41,0.0,1730.41,21,1730.41,0.0,0.0,0.0,0.0,,,,,
224093,58300NB,NY,COM,2024-10-16,571.3,0.0,571.3,7,571.3,0.0,0.0,0.0,0.0,58300NB,NY,COM,2023-03-02,2024-03-12
224169,583533,DE,PAS,2024-07-27,1508.1,45.27,1462.83,19,1387.83,690.01,0.0,690.01,9.0,583533,DE,PAS,2024-06-25,2024-06-28
224262,583BN4,NY,MOT,2024-08-14,731.39,144.94,586.45,9,586.45,236.17,46.79,189.38,3.0,583BN4,NY,MOT,2024-11-06,2024-11-06
224275,583BT7,NY,MOT,2024-10-31,403.93,0.0,403.93,5,403.93,0.0,0.0,0.0,0.0,,,,,
224411,5848RN,SC,PAS,2024-05-04,429.54,0.0,429.54,5,429.54,0.0,0.0,0.0,0.0,,,,,
224450,584BT2,NY,MOT,2024-11-24,486.9,0.0,486.9,6,486.9,0.0,0.0,0.0,0.0,,,,,
224546,58554NB,NY,COM,2024-12-31,637.5,75.04,562.46,8,562.46,0.0,0.0,0.0,0.0,,,,,
224884,587172,DE,PAS,2024-07-17,1391.92,265.64,1126.28,17,1126.28,78.95,15.1,63.85,1.0,587172,DE,PAS,2025-01-16,2025-01-16
224978,58790NB,NY,COM,2024-12-15,407.83,0.0,407.83,5,407.83,0.0,0.0,0.0,0.0,,,,,
225169,588AMZ,NY,ORG,2024-07-18,583.91,0.0,583.91,7,583.91,79.72,0.0,79.72,1.0,,,,,
225237,589033,DE,PAS,2024-11-07,642.18,0.0,642.18,8,642.18,76.21,0.0,76.21,1.0,,,,,
225258,58920MM,NY,COM,2024-12-03,498.3,0.0,498.3,6,423.3,75.0,0.0,75.0,1.0,,,,,
225385,589BN2,NY,MOT,2024-11-20,405.88,0.0,405.88,5,405.88,0.0,0.0,0.0,0.0,,,,,
225430,58A819,WV,PAS,2024-11-26,882.77,0.0,882.77,11,882.77,0.0,0.0,0.0,0.0,,,,,
225509,58ASTL,FL,PAS,2024-02-02,521.87,0.0,521.87,6,521.87,0.0,0.0,0.0,0.0,58ASTL,FL,PAS,2024-04-29,2024-04-29
225887,58EKLP,FL,PAS,2024-08-15,2265.54,367.65,1897.89,28,1897.89,478.63,30.15,448.48,6.0,58EKLP,FL,PAS,2024-12-03,2024-12-05
226052,5902BL3,AL,PAS,2024-11-16,1108.79,665.29,443.5,14,443.5,78.77,0.0,78.77,1.0,5902BL3,AL,PAS,2024-01-11,2024-10-02
226055,590320,DE,PAS,2024-09-18,883.12,90.32,792.8,11,792.8,159.44,0.0,159.44,2.0,590320,DE,PAS,2024-09-30,2025-06-10
226064,59039ML,NY,COM,2024-10-17,1400.0,550.0,850.0,27,650.0,300.0,0.0,300.0,6.0,,,,,
226108,590AF1,NY,MOT,2024-05-12,2594.69,476.9,2117.79,32,2117.79,615.76,125.15,490.61,8.0,,,,,
